original_path,generated_path,image_pair_id,user_1_rating,user_3_rating,user_4_rating,user_5_rating,user_6_rating,user_8_rating,user_9_rating,user_11_rating,user_12_rating,user_13_rating,user_14_rating,user_15_rating,user_17_rating,user_18_rating
images/original/1050.png,images/real_gemini_direct/1050.png,71,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0
images/original/604.png,images/real_gpt4_self-refine/604.png,72,2.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0
images/original/339.png,images/real_gpt4_self-refine/339.png,73,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0
images/original/365.png,images/real_gpt4_self-refine/365.png,74,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0
images/original/605.png,images/real_gpt4_cot/605.png,75,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0
images/original/550.png,images/real_gemini_no_action/550.png,76,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
images/original/368.png,images/real_gpt4_cot/368.png,77,5.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
images/original/77.png,images/real_gemini_cot/77.png,78,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0
images/original/513.png,images/real_gemini_self-refine/513.png,79,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0
images/original/WebSight_138.png,images/syn_gpt4_cot/WebSight_138.png,80,3.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0
images/original/58.png,images/real_gpt4_cot/58.png,81,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
images/original/WebSight_284.png,images/syn_gpt4_cot/WebSight_284.png,82,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0
images/original/512.png,images/real_gpt4_cot/512.png,83,2.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
images/original/853.png,images/real_gpt4_self-refine/853.png,84,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
images/original/WebSight_289.png,images/syn_gpt4_cot/WebSight_289.png,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
images/original/268.png,images/real_gpt4_direct/268.png,86,2.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0
images/original/87.png,images/real_gpt4_cot/87.png,87,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
images/original/1206.png,images/real_gpt4_cot/1206.png,88,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0
images/original/WebSight_74.png,images/syn_gpt4_cot/WebSight_74.png,89,3.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0
images/original/363.png,images/real_gemini_no_action/363.png,90,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0
images/original/77.png,images/real_gemini_direct/77.png,91,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0
images/original/372.png,images/real_gpt4_self-refine/372.png,92,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0
images/original/995.png,images/real_gemini_self-refine/995.png,93,4.0,4.0,4.0,5.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0
images/original/1043.png,images/real_gpt4_direct/1043.png,94,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
images/original/495.png,images/real_gpt4_self-refine/495.png,95,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0
images/original/164.png,images/real_gpt4_direct/164.png,96,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
images/original/995.png,images/real_gpt4_self-refine/995.png,97,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0
images/original/938.png,images/real_gpt4_cot/938.png,98,3.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0
images/original/822.png,images/real_gemini_direct/822.png,99,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
images/original/931.png,images/real_gpt4_self-refine/931.png,100,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
images/original/60.png,images/real_gpt4_cot/60.png,101,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0
images/original/70.png,images/real_gpt4_self-refine/70.png,102,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
images/original/297.png,images/real_gpt4_cot/297.png,103,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
images/original/673.png,images/real_gpt4_self-refine/673.png,104,5.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0
images/original/368.png,images/real_gpt4_no_action/368.png,105,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
images/original/200.png,images/real_gpt4_cot/200.png,106,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0
images/original/368.png,images/real_gemini_cot/368.png,107,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
images/original/1087.png,images/real_gpt4_direct/1087.png,108,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0
images/original/98.png,images/real_gpt4_direct/98.png,109,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
images/original/396.png,images/real_gpt4_no_action/396.png,110,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
images/original/339.png,images/real_gemini_self-refine/339.png,111,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0
images/original/54.png,images/real_gpt4_self-refine/54.png,112,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0
images/original/365.png,images/real_gpt4_cot/365.png,113,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0
images/original/1115.png,images/real_gpt4_direct/1115.png,114,4.0,4.0,4.0,5.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0
images/original/868.png,images/real_gpt4_no_action/868.png,115,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0
images/original/459.png,images/real_gpt4_direct/459.png,116,3.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0
images/original/412.png,images/real_gpt4_direct/412.png,117,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
images/original/370.png,images/real_gpt4_cot/370.png,118,2.0,3.0,1.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0
images/original/60.png,images/real_gemini_cot/60.png,119,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
images/original/1047.png,images/real_gpt4_self-refine/1047.png,120,2.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0
images/original/846.png,images/real_gpt4_self-refine/846.png,121,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0
images/original/550.png,images/real_gpt4_self-refine/550.png,122,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0
images/original/956.png,images/real_gpt4_cot/956.png,123,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0
images/original/540.png,images/real_gemini_self-refine/540.png,124,3.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0
images/original/604.png,images/real_gpt4_no_action/604.png,125,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
images/original/1088.png,images/real_gemini_cot/1088.png,126,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0
images/original/378.png,images/real_gemini_self-refine/378.png,127,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
images/original/550.png,images/real_gemini_self-refine/550.png,128,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0
images/original/540.png,images/real_gemini_no_action/540.png,129,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
images/original/137.png,images/real_gemini_self-refine/137.png,130,3.0,5.0,1.0,4.0,2.0,3.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0
images/original/341.png,images/real_gpt4_cot/341.png,131,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
images/original/1050.png,images/real_gpt4_self-refine/1050.png,132,3.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0
images/original/WebSight_159.png,images/syn_gpt4_cot/WebSight_159.png,133,4.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0
images/original/396.png,images/real_gpt4_self-refine/396.png,134,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0
images/original/695.png,images/real_gemini_self-refine/695.png,135,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0
images/original/451.png,images/real_gpt4_cot/451.png,136,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0
images/original/1206.png,images/real_gpt4_direct/1206.png,137,3.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0
images/original/605.png,images/real_gpt4_no_action/605.png,138,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0
images/original/1102.png,images/real_gpt4_self-refine/1102.png,139,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
images/original/459.png,images/real_gpt4_no_action/459.png,140,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
images/original/1053.png,images/real_gpt4_direct/1053.png,141,2.0,2.0,2.0,3.0,1.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
images/original/6.png,images/real_gpt4_direct/6.png,142,1.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
images/original/1013.png,images/real_gpt4_cot/1013.png,143,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0
images/original/WebSight_144.png,images/syn_gpt4_cot/WebSight_144.png,144,2.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,4.0
images/original/905.png,images/real_gemini_self-refine/905.png,145,4.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,1.0,4.0,5.0,2.0,5.0
images/original/353.png,images/real_gpt4_no_action/353.png,146,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
images/original/224.png,images/real_gemini_cot/224.png,147,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
images/original/1213.png,images/real_gemini_self-refine/1213.png,148,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0
images/original/829.png,images/real_gemini_no_action/829.png,149,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0
images/original/341.png,images/real_gpt4_direct/341.png,150,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0
images/original/1087.png,images/real_gpt4_no_action/1087.png,151,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0
images/original/540.png,images/real_gpt4_direct/540.png,152,3.0,2.0,3.0,4.0,1.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0
images/original/WebSight_299.png,images/syn_gpt4_cot/WebSight_299.png,153,5.0,4.0,4.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0
images/original/1197.png,images/real_gemini_self-refine/1197.png,154,4.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0
images/original/200.png,images/real_gpt4_no_action/200.png,155,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0
images/original/156.png,images/real_gemini_no_action/156.png,156,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0
images/original/372.png,images/real_gpt4_no_action/372.png,157,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0
images/original/WebSight_273.png,images/syn_gpt4_cot/WebSight_273.png,158,4.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
images/original/1118.png,images/real_gpt4_direct/1118.png,159,4.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0
images/original/378.png,images/real_gpt4_direct/378.png,160,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
images/original/502.png,images/real_gpt4_cot/502.png,161,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
images/original/339.png,images/real_gpt4_direct/339.png,162,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0
images/original/931.png,images/real_gpt4_no_action/931.png,163,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
